number_of_reviews,minimum_nights,calculated_host_listings_count,room_type,price
0.0,0.16201117318435757,0.7049689440993788,1.0,388
0.0,0.1564245810055866,1.0,1.0,699
0.0,0.00558659217877095,0.018633540372670804,0.0,590
0.015748031496062992,0.011173184357541898,0.13664596273291924,1.0,737
0.4645669291338583,0.16201117318435757,0.018633540372670804,1.0,2000
0.06299212598425197,0.16201117318435757,0.018633540372670804,1.0,3000
0.0,0.027932960893854747,0.0,0.0,2000
0.023622047244094488,0.00558659217877095,1.0,1.0,432
0.0,0.0,0.02173913043478261,1.0,3518
0.0,0.0,0.015527950310559004,0.0,500
0.0,0.16201117318435757,0.08074534161490682,1.0,499
0.023622047244094488,0.0,0.0,0.0,999
0.05511811023622047,0.011173184357541898,0.07142857142857142,0.0,599
0.15748031496062992,0.00558659217877095,0.0031055900621118036,1.0,500
0.0,0.00558659217877095,0.018633540372670804,1.0,718
0.023622047244094488,0.01675977653631285,0.02173913043478261,0.0,799
0.07086614173228346,0.0,0.018633540372670804,0.0,399
0.0,0.16201117318435757,0.18633540372670807,1.0,450
0.0,0.16201117318435757,0.04037267080745341,1.0,534
0.0,0.0,0.0031055900621118036,1.0,1999
0.0,0.0,0.015527950310559004,0.0,794
0.0,0.00558659217877095,0.018633540372670804,1.0,505
0.0,0.16201117318435757,0.18633540372670807,1.0,410
0.007874015748031496,0.0,0.0031055900621118036,1.0,475
0.0,0.16201117318435757,0.7049689440993788,1.0,381
0.0,0.16201117318435757,0.7049689440993788,1.0,362
0.007874015748031496,0.011173184357541898,0.13664596273291924,1.0,737
0.0,0.00558659217877095,1.0,1.0,468
0.0,0.49720670391061456,0.7049689440993788,1.0,377
0.03937007874015748,0.01675977653631285,0.012422360248447204,1.0,399
0.0,0.16201117318435757,0.36024844720496896,1.0,499
0.0,0.00558659217877095,0.018633540372670804,0.0,913
0.0,0.16201117318435757,0.36024844720496896,1.0,369
0.031496062992125984,0.0,0.006211180124223604,0.0,359
0.007874015748031496,0.16201117318435757,0.0031055900621118036,1.0,583
0.0,0.0,0.02173913043478261,1.0,3512
1.0,0.0,0.0031055900621118036,1.0,425
0.0,0.16201117318435757,0.7049689440993788,1.0,358
0.0,0.16201117318435757,0.04037267080745341,1.0,534
0.1653543307086614,0.0,0.0,0.0,390
0.0,0.0,0.018633540372670804,0.0,700
0.2440944881889764,0.0,0.0,1.0,374
0.0,0.16201117318435757,0.04037267080745341,1.0,534
0.07874015748031496,0.00558659217877095,1.0,1.0,376
0.03937007874015748,0.0,0.018633540372670804,1.0,4500
0.0,0.00558659217877095,1.0,1.0,398
0.023622047244094488,0.011173184357541898,0.13664596273291924,1.0,699
0.0,0.00558659217877095,1.0,1.0,463
0.0,0.00558659217877095,0.0031055900621118036,0.0,540
0.0,0.16201117318435757,0.7049689440993788,1.0,459
0.015748031496062992,0.0,0.0,0.0,999
0.03937007874015748,0.00558659217877095,1.0,0.0,375
0.023622047244094488,0.00558659217877095,0.02484472049689441,1.0,672
0.0,0.00558659217877095,0.0,1.0,1000
0.11023622047244094,0.00558659217877095,0.02484472049689441,1.0,500
0.0,0.1564245810055866,1.0,1.0,699
0.007874015748031496,0.00558659217877095,0.0031055900621118036,0.0,990
0.007874015748031496,0.16201117318435757,0.36024844720496896,1.0,369
0.0,0.0,0.02173913043478261,1.0,1978
0.031496062992125984,0.011173184357541898,0.13664596273291924,1.0,737
0.0,0.16201117318435757,0.04037267080745341,1.0,534
0.0,0.16201117318435757,0.7049689440993788,1.0,377
0.0,0.0,0.0031055900621118036,1.0,4160
0.007874015748031496,0.15083798882681565,0.13664596273291924,1.0,714
0.0,0.15083798882681565,0.13664596273291924,1.0,714
0.0,0.0,0.027950310559006212,0.0,475
0.06299212598425197,0.00558659217877095,1.0,1.0,403
0.0,0.16201117318435757,0.18633540372670807,1.0,385
0.0,0.16201117318435757,0.7049689440993788,1.0,446
0.007874015748031496,0.16201117318435757,0.36024844720496896,1.0,369
0.0,0.16201117318435757,0.18633540372670807,1.0,483
0.0,0.00558659217877095,0.0031055900621118036,0.0,500
0.0,0.16201117318435757,0.18633540372670807,1.0,470
0.03937007874015748,0.00558659217877095,1.0,1.0,470
0.015748031496062992,0.011173184357541898,0.13043478260869565,1.0,500
0.10236220472440945,0.00558659217877095,0.02173913043478261,0.0,649
0.023622047244094488,0.0223463687150838,0.0,0.0,1500
0.0,0.16201117318435757,0.009316770186335404,1.0,399
0.0,0.16201117318435757,0.7049689440993788,1.0,466
0.1889763779527559,0.16201117318435757,0.018633540372670804,1.0,1000
0.047244094488188976,0.00558659217877095,1.0,1.0,520
0.11811023622047244,0.00558659217877095,1.0,1.0,451
0.015748031496062992,0.011173184357541898,0.13664596273291924,1.0,737
0.14960629921259844,0.011173184357541898,0.13664596273291924,1.0,699
0.07086614173228346,0.16201117318435757,0.018633540372670804,1.0,2000
0.0,0.15083798882681565,0.13664596273291924,1.0,675
0.06299212598425197,0.0,0.0031055900621118036,1.0,400
0.0,0.16201117318435757,0.08695652173913043,1.0,487
0.0,0.15083798882681565,0.13664596273291924,1.0,714
0.0,0.16201117318435757,0.7049689440993788,1.0,377
0.0,0.16201117318435757,0.18633540372670807,1.0,495
0.03937007874015748,0.0,0.07763975155279502,0.0,999
0.0,0.16201117318435757,0.7049689440993788,1.0,365
0.007874015748031496,0.0,0.018633540372670804,0.0,425
0.007874015748031496,0.15083798882681565,0.13664596273291924,1.0,675
0.0,0.011173184357541898,0.0,1.0,785
0.007874015748031496,0.011173184357541898,0.02173913043478261,0.0,649
0.007874015748031496,0.01675977653631285,0.009316770186335404,1.0,419
0.023622047244094488,0.011173184357541898,0.13664596273291924,1.0,737
0.03937007874015748,0.011173184357541898,0.13664596273291924,1.0,699
0.0,0.16201117318435757,0.7049689440993788,1.0,356
0.015748031496062992,0.011173184357541898,0.02173913043478261,0.0,699
0.13385826771653542,0.16201117318435757,0.018633540372670804,1.0,1000
0.0,0.0,0.02173913043478261,1.0,7703
0.0,0.011173184357541898,0.02173913043478261,0.0,599
0.06299212598425197,0.011173184357541898,0.13664596273291924,1.0,699
0.0,0.0,0.012422360248447204,0.0,499
0.015748031496062992,0.011173184357541898,0.02173913043478261,0.0,599
0.0,0.16201117318435757,0.7049689440993788,1.0,379
0.0,0.16201117318435757,0.04037267080745341,1.0,748
0.0,0.16201117318435757,0.08074534161490682,1.0,499
0.0,0.664804469273743,0.36024844720496896,1.0,1100
0.023622047244094488,0.011173184357541898,0.13664596273291924,1.0,699
0.0,0.0,0.02173913043478261,1.0,1680
0.023622047244094488,0.0,0.006211180124223604,1.0,650
0.10236220472440945,0.011173184357541898,0.009316770186335404,1.0,399
0.0,0.16201117318435757,0.04037267080745341,1.0,748
0.0,0.15083798882681565,0.13664596273291924,1.0,675
0.0,0.16201117318435757,0.7049689440993788,1.0,416
0.007874015748031496,0.16201117318435757,0.7049689440993788,1.0,452
0.007874015748031496,0.0,0.0,0.0,999
0.0,0.0,0.012422360248447204,1.0,650
0.0,0.15083798882681565,0.13664596273291924,1.0,714
0.0,0.0,0.02173913043478261,1.0,6419
0.031496062992125984,0.011173184357541898,0.13664596273291924,1.0,699
0.007874015748031496,0.00558659217877095,0.006211180124223604,1.0,599
0.015748031496062992,0.00558659217877095,0.02173913043478261,0.0,899
0.015748031496062992,0.0,0.012422360248447204,1.0,690
0.0,0.0,0.02173913043478261,1.0,1306
0.023622047244094488,0.00558659217877095,1.0,1.0,409
0.06299212598425197,0.00558659217877095,1.0,1.0,396
0.07086614173228346,0.00558659217877095,1.0,1.0,474
0.023622047244094488,0.0,0.027950310559006212,0.0,450
0.0,0.1564245810055866,0.28260869565217395,1.0,377
0.0,0.15083798882681565,0.13664596273291924,1.0,714
0.0,0.16201117318435757,0.7049689440993788,1.0,439
0.0,0.16201117318435757,0.009316770186335404,1.0,399
0.0,0.16201117318435757,0.7049689440993788,1.0,365
0.0,0.0,0.0031055900621118036,1.0,1500
0.28346456692913385,0.0,0.009316770186335404,0.0,525
0.07086614173228346,0.16201117318435757,0.018633540372670804,1.0,2000
0.05511811023622047,0.00558659217877095,1.0,1.0,503
0.07086614173228346,0.011173184357541898,0.009316770186335404,1.0,370
0.0,0.1564245810055866,1.0,1.0,699
0.007874015748031496,0.01675977653631285,0.012422360248447204,1.0,459
0.06299212598425197,0.011173184357541898,0.009316770186335404,1.0,389
0.0,0.00558659217877095,0.0031055900621118036,0.0,500
0.11811023622047244,0.00558659217877095,1.0,1.0,377
0.07874015748031496,0.00558659217877095,1.0,1.0,404
0.0,0.0,0.0031055900621118036,0.0,2010
0.007874015748031496,0.0,0.027950310559006212,0.0,425
0.0,0.0,0.009316770186335404,1.0,650
0.0,0.16201117318435757,0.05590062111801242,1.0,400
0.007874015748031496,0.011173184357541898,0.13043478260869565,1.0,650
0.0,0.16201117318435757,0.7049689440993788,1.0,392
0.007874015748031496,0.0,0.027950310559006212,0.0,375
0.0,0.0,0.012422360248447204,1.0,650
0.015748031496062992,0.011173184357541898,0.13664596273291924,1.0,737
0.0,0.1564245810055866,1.0,1.0,699
0.25984251968503935,0.0,0.0,1.0,460
0.06299212598425197,0.011173184357541898,0.13664596273291924,1.0,737
0.015748031496062992,0.15083798882681565,0.13664596273291924,1.0,675
0.007874015748031496,0.15083798882681565,0.13664596273291924,1.0,714
0.0,0.1564245810055866,1.0,1.0,699
0.33858267716535434,0.0,0.018633540372670804,0.0,438
0.0,0.16201117318435757,0.7049689440993788,1.0,397
0.007874015748031496,0.15083798882681565,0.13664596273291924,1.0,675
0.0,0.16201117318435757,0.08695652173913043,1.0,375
0.07086614173228346,0.00558659217877095,1.0,1.0,390
0.007874015748031496,0.0,0.0,0.0,365
0.0,0.16201117318435757,0.28260869565217395,1.0,450
0.10236220472440945,0.0,0.0,1.0,365
0.0,0.0,0.0,0.0,358
0.0,0.16201117318435757,0.009316770186335404,1.0,499
0.06299212598425197,0.00558659217877095,1.0,1.0,505
0.08661417322834646,0.00558659217877095,1.0,1.0,454
0.0,0.0,0.02173913043478261,1.0,2103
0.0,0.0,0.0,1.0,399
0.3779527559055118,0.0223463687150838,0.006211180124223604,1.0,398
0.0,0.0,0.0031055900621118036,1.0,6800
0.08661417322834646,0.0,0.015527950310559004,1.0,393
0.031496062992125984,0.00558659217877095,1.0,1.0,470
0.18110236220472442,0.00558659217877095,0.02484472049689441,1.0,672
0.0,0.0,0.027950310559006212,0.0,450
0.0,0.16201117318435757,0.04037267080745341,1.0,748
0.09448818897637795,0.0,0.0031055900621118036,1.0,1020
0.0,0.16201117318435757,0.7049689440993788,1.0,420
0.07874015748031496,0.011173184357541898,0.009316770186335404,1.0,380
0.03937007874015748,0.011173184357541898,0.13664596273291924,1.0,737
0.5826771653543307,0.00558659217877095,0.0031055900621118036,1.0,369
0.007874015748031496,0.16201117318435757,0.28260869565217395,1.0,390
0.015748031496062992,0.16201117318435757,0.10559006211180123,1.0,400
0.19685039370078738,0.0,0.0031055900621118036,1.0,525
0.0,0.16201117318435757,0.18633540372670807,1.0,360
0.007874015748031496,0.0,0.0,1.0,560
0.07874015748031496,0.00558659217877095,1.0,1.0,431
0.0,0.15083798882681565,0.13664596273291924,1.0,714
0.0,0.16201117318435757,0.009316770186335404,1.0,900
0.023622047244094488,0.00558659217877095,0.02484472049689441,1.0,462
0.0,0.16201117318435757,0.7049689440993788,1.0,396
0.03937007874015748,0.00558659217877095,1.0,1.0,425
0.07874015748031496,0.0,0.006211180124223604,0.0,379
0.18110236220472442,0.011173184357541898,0.009316770186335404,1.0,449
0.0,0.16201117318435757,0.13664596273291924,1.0,375
0.007874015748031496,0.00558659217877095,0.0,1.0,400
0.031496062992125984,0.15083798882681565,0.13664596273291924,1.0,675
0.11811023622047244,0.00558659217877095,1.0,1.0,404
0.0,0.00558659217877095,0.0031055900621118036,1.0,500
0.0,0.0,0.015527950310559004,0.0,400
0.3464566929133858,0.16201117318435757,0.018633540372670804,1.0,1000
0.0,0.16201117318435757,0.009316770186335404,1.0,399
0.0,0.0,0.027950310559006212,0.0,400
0.03937007874015748,0.0,0.0031055900621118036,1.0,450
0.0,0.16201117318435757,0.009316770186335404,1.0,399
0.007874015748031496,0.0,0.0,0.0,410
0.0,0.15083798882681565,0.13664596273291924,1.0,714
0.0,0.00558659217877095,0.0031055900621118036,1.0,400
0.007874015748031496,0.011173184357541898,0.02173913043478261,0.0,999
0.09448818897637795,0.00558659217877095,1.0,1.0,380
0.0,0.15083798882681565,0.13664596273291924,1.0,714
0.0,0.16201117318435757,0.36024844720496896,1.0,399
0.007874015748031496,0.00558659217877095,0.02484472049689441,0.0,378
0.0,0.16201117318435757,0.36024844720496896,1.0,369
0.0,0.0,0.02173913043478261,1.0,1494
0.047244094488188976,0.15083798882681565,0.13664596273291924,1.0,675
0.031496062992125984,0.00558659217877095,0.0,1.0,595
0.0,0.16201117318435757,0.28260869565217395,1.0,550
0.11811023622047244,0.0,0.0,1.0,396
0.0,0.0,0.08695652173913043,1.0,399
0.0,0.01675977653631285,0.13664596273291924,1.0,956
0.05511811023622047,0.00558659217877095,1.0,1.0,505
0.023622047244094488,0.011173184357541898,0.13664596273291924,1.0,699
0.031496062992125984,0.0,0.0,0.0,430
0.007874015748031496,0.0,0.027950310559006212,1.0,500
0.0,0.16201117318435757,0.04037267080745341,1.0,499
0.05511811023622047,0.0,0.009316770186335404,1.0,650
0.0,0.0,0.0031055900621118036,1.0,1100
0.007874015748031496,0.0,0.018633540372670804,1.0,8000
0.0,0.16201117318435757,0.04037267080745341,1.0,748
0.0,0.16201117318435757,0.18633540372670807,1.0,425
0.0,0.16201117318435757,0.36024844720496896,1.0,369
0.0,0.011173184357541898,0.13664596273291924,1.0,737
0.0,0.16201117318435757,0.36024844720496896,1.0,822
0.0,0.0,0.027950310559006212,0.0,450
0.007874015748031496,0.011173184357541898,0.009316770186335404,1.0,419
0.007874015748031496,0.15083798882681565,0.13664596273291924,1.0,675
0.047244094488188976,0.00558659217877095,1.0,1.0,472
0.0,0.16201117318435757,0.7049689440993788,1.0,426
0.0,0.16201117318435757,0.7049689440993788,1.0,365
0.007874015748031496,0.15083798882681565,0.13664596273291924,1.0,675
0.0,0.01675977653631285,0.13664596273291924,1.0,956
0.023622047244094488,0.0,0.0,0.0,999
0.0,0.0,0.027950310559006212,0.0,500
0.0,0.16201117318435757,0.7049689440993788,1.0,423
0.0,0.00558659217877095,0.006211180124223604,1.0,1500
0.007874015748031496,0.0,0.027950310559006212,0.0,425
0.07874015748031496,0.0,0.0,1.0,369
0.0,0.16201117318435757,0.18633540372670807,1.0,600
0.015748031496062992,0.15083798882681565,0.13664596273291924,1.0,675
0.05511811023622047,0.011173184357541898,0.13664596273291924,1.0,699
0.031496062992125984,0.16201117318435757,0.018633540372670804,1.0,2500
0.007874015748031496,0.15083798882681565,0.13664596273291924,1.0,675
0.023622047244094488,0.0,0.018633540372670804,0.0,425
0.07086614173228346,0.00558659217877095,1.0,1.0,388
0.031496062992125984,0.0,0.0031055900621118036,1.0,1075
0.0,0.011173184357541898,0.0031055900621118036,1.0,1500
0.023622047244094488,0.01675977653631285,0.02173913043478261,0.0,799
0.23622047244094488,0.16201117318435757,0.018633540372670804,1.0,2000
0.0,0.16201117318435757,0.36024844720496896,1.0,643
0.0,0.16201117318435757,0.04037267080745341,1.0,748
0.0,0.15083798882681565,0.13664596273291924,1.0,675
0.007874015748031496,0.16201117318435757,0.36024844720496896,1.0,369
0.0,0.16201117318435757,0.7049689440993788,1.0,373
0.007874015748031496,0.011173184357541898,0.02173913043478261,0.0,799
0.05511811023622047,0.00558659217877095,1.0,1.0,495
0.03937007874015748,0.00558659217877095,0.02173913043478261,0.0,749
0.015748031496062992,0.00558659217877095,1.0,1.0,408
0.007874015748031496,0.027932960893854747,0.0031055900621118036,0.0,399
0.0,0.16201117318435757,0.7049689440993788,1.0,358
0.2125984251968504,0.16201117318435757,0.018633540372670804,1.0,1000
0.05511811023622047,0.00558659217877095,1.0,1.0,416
0.015748031496062992,0.011173184357541898,0.02173913043478261,0.0,1599
0.03937007874015748,0.00558659217877095,1.0,1.0,503
0.0,0.16201117318435757,0.18633540372670807,1.0,395
0.0,0.0,0.02173913043478261,1.0,1145
0.0,0.16201117318435757,0.0031055900621118036,1.0,583
0.07086614173228346,0.0,0.0031055900621118036,1.0,750
0.0,0.00558659217877095,0.0031055900621118036,0.0,700
0.015748031496062992,0.0,0.0,0.0,358
0.015748031496062992,0.0,0.018633540372670804,0.0,375
0.0,0.16201117318435757,0.7049689440993788,1.0,361
0.06299212598425197,0.011173184357541898,0.02173913043478261,0.0,599
0.0,0.1564245810055866,1.0,1.0,699
0.031496062992125984,0.011173184357541898,0.02173913043478261,0.0,699
0.13385826771653542,0.00558659217877095,0.006211180124223604,1.0,399
0.0,0.16201117318435757,0.7049689440993788,1.0,374
0.0,0.16201117318435757,0.7049689440993788,1.0,393
0.0,1.0,0.18633540372670807,1.0,433
0.0,0.16201117318435757,0.18633540372670807,1.0,435
0.05511811023622047,0.011173184357541898,0.02173913043478261,0.0,499
0.0,0.16201117318435757,0.36024844720496896,1.0,894
0.03937007874015748,0.00558659217877095,1.0,0.0,616
0.0,0.16201117318435757,0.7049689440993788,1.0,358
0.0,0.16201117318435757,0.7049689440993788,1.0,374
0.023622047244094488,0.16201117318435757,0.36024844720496896,1.0,369
0.047244094488188976,0.00558659217877095,1.0,1.0,396
0.07086614173228346,0.011173184357541898,0.13664596273291924,1.0,699
0.09448818897637795,0.00558659217877095,1.0,1.0,472
0.0,0.16201117318435757,0.009316770186335404,1.0,499
0.0,0.16201117318435757,0.0031055900621118036,1.0,950
0.06299212598425197,0.00558659217877095,1.0,1.0,498
0.031496062992125984,0.0,0.012422360248447204,1.0,790
0.03937007874015748,0.011173184357541898,0.0031055900621118036,1.0,750
0.06299212598425197,0.00558659217877095,1.0,1.0,484
0.06299212598425197,0.011173184357541898,0.13664596273291924,1.0,699
0.0,1.0,0.015527950310559004,1.0,500
0.03937007874015748,0.011173184357541898,0.13664596273291924,1.0,699
0.0,0.1564245810055866,1.0,1.0,699
0.0,0.49720670391061456,0.13664596273291924,1.0,500
0.0,0.0,0.027950310559006212,0.0,475
0.007874015748031496,0.011173184357541898,0.02173913043478261,0.0,799
0.023622047244094488,0.00558659217877095,0.012422360248447204,1.0,450
0.0,0.15083798882681565,0.13664596273291924,1.0,714
0.7244094488188977,0.00558659217877095,0.0,1.0,550
0.0,0.16201117318435757,0.7049689440993788,1.0,365
0.007874015748031496,0.16201117318435757,0.36024844720496896,1.0,369
0.0,0.0,0.018633540372670804,0.0,375
0.007874015748031496,0.01675977653631285,0.0,0.0,1500
0.0,0.16201117318435757,0.13664596273291924,1.0,475
0.0,0.49720670391061456,0.18633540372670807,1.0,382
0.047244094488188976,0.00558659217877095,1.0,1.0,396
0.03937007874015748,0.00558659217877095,0.0,1.0,1000
